id,journal_name,crawl_date,paper_count
15263800,Global Environmental Politics,2025-10-17,0
14693062,Climate Policy,2025-10-17,0
09593780,Global Environmental Change: Human and Policy Dimensions,2025-10-17,1
00925853,American Journal of Political Science,2025-10-10,1
00030554,American Political Science Review,2025-10-10,3
10942939,Annual Review of Political Science,2025-10-10,0
00071234,British Journal of Political Science,2025-10-10,1
00104140,Comparative Political Studies,2025-10-10,1
00104159,Comparative Politics,2025-10-10,0
02613794,Electoral Studies,2025-10-10,0
03044130,European Journal of Political Research,2025-10-10,4
00208183,International Organization,2025-10-10,0
01622889,International Security,2025-10-10,0
00208833,International Studies Quarterly,2025-10-10,1
00220027,Journal of Conflict Resolution,2025-10-10,1
20522630,Journal of Experimental Political Science,2025-10-10,0
00223433,Journal of Peace Research,2025-10-10,2
09516298,Journal of Theoretical Politics,2025-10-10,0
03629805,Legislative Studies Quarterly,2025-10-10,1
10490965,PS: Political Science & Politics,2025-10-10,8
13540688,Party Politics,2025-10-10,1
10471987,Political Analysis,2025-10-10,2
01909320,Political Behavior,2025-10-10,1
09626298,Political Geography,2025-10-10,2
0162895X,Political Psychology,2025-10-10,0
20498470,Political Science Research and Methods,2025-10-10,1
00485829,Public Choice,2025-10-10,1
0033362X,Public Opinion Quarterly,2025-10-10,0
15540626,Quarterly Journal of Political Science,2025-10-10,0
20531680,Research & Politics,2025-10-10,0
00223816,Journal of Politics,2025-10-10,7
01402382,West European Politics,2025-10-10,4
00438871,World Politics,2025-10-10,0
15375927,Perspectives on Politics,2025-10-10,1
19457782,AEJ: Applied Economics,2025-10-10,0
19457731,AEJ: Economic Policy,2025-10-10,0
00028282,American Economic Review,2025-10-10,0
19411383,Annual Review of Economics,2025-10-10,0
00129682,Econometrica,2025-10-10,0
00130133,Economic Journal,2025-10-10,2
02664658,Economic Policy,2025-10-10,0
00142921,European Economic Review,2025-10-10,3
03044076,Journal of Econometrics,2025-10-10,3
00220515,Journal of Economic Literature,2025-10-10,0
08953309,Journal of Economic Perspectives,2025-10-10,0
00223808,Journal of Political Economy,2025-10-10,0
00472727,Journal of Public Economics,2025-10-10,5
15424766,Journal of the European Economic Association,2025-10-10,2
00346535,Review of Economics and Statistics,2025-10-10,0
00335533,Quarterly Journal of Economics,2025-10-10,1
00346527,Review of Economic Studies,2025-10-10,4
00031224,American Sociological Review,2025-10-10,3
03600572,Annual Review of Sociology,2025-10-10,0
02667215,European Sociological Review,2025-10-10,2
00377732,Social Forces,2025-10-10,5
00491241,Sociological Methods & Research,2025-10-10,2
14616696,European Societies,2025-10-10,2
00027162,Annals of the American Academy of Political and Social Science,2025-10-10,0
00280836,Nature,2025-10-10,1
23973374,Nature Human Behaviour,2025-10-10,5
00278424,PNAS,2025-10-10,7
00368075,Science,2025-10-10,1
23752548,Science Advances,2025-10-10,0
14751461,Socio-Economic Review,2025-10-10,1
2214594X,Comparative Migration Studies,2025-10-10,1
01419870,Ethnic and Racial Studies,2025-10-10,13
00207985,International Migration,2025-10-10,3
01979183,International Migration Review,2025-10-10,2
1369183X,Journal of Ethnic and Migration Studies,2025-10-10,1
09516328,Journal of Refugee Studies,2025-10-10,1
15448444,Population Space and Place,2025-10-10,5
20566085,Journal of Race Ethnicity and Politics,2025-10-10,9
09521895,Governance,2025-10-10,3
13501763,Journal of European Public Policy,2025-10-10,2
10531858,Journal of Public Administration Research and Theory,2025-10-10,1
0143814X,Journal of Public Policy,2025-10-10,0
00333298,Public Administration,2025-10-10,1
00333352,Public Administration Review,2025-10-10,2
14719037,Public Management Review,2025-10-10,5
17485983,Regulation & Governance,2025-10-10,0
19312458,Communication Methods and Measures,2025-10-10,1
00936502,Communication Research,2025-10-10,0
21670811,Digital Journalism,2025-10-10,2
03603989,Human Communication Research,2025-10-10,0
1369118X,"Information, Communication & Society",2025-10-10,4
21976775,Internet Policy Review,2025-10-10,2
00219916,Journal of Communication,2025-10-10,0
01634437,"Media, Culture & Society",2025-10-10,2
10584609,Political Communication,2025-10-10,2
20563051,Social Media + Society,2025-10-10,0
03085961,Telecommunications Policy,2025-10-10,3
26624435,Communications Earth & Environment,2025-10-10,1
17489326,Environmental Research Letters,2025-10-10,4
01650009,Climatic Change,2025-10-10,0
1758678X,Nature Climate Change,2025-10-10,0
09644016,Environmental Politics,2025-10-10,2
15263800,Global Environmental Politics,2025-10-10,4
14693062,Climate Policy,2025-10-10,2
09593780,Global Environmental Change: Human and Policy Dimensions,2025-10-10,1
00925853,American Journal of Political Science,2025-10-03,2
00030554,American Political Science Review,2025-10-03,10
10942939,Annual Review of Political Science,2025-10-03,0
00071234,British Journal of Political Science,2025-10-03,2
00104140,Comparative Political Studies,2025-10-03,8
00104159,Comparative Politics,2025-10-03,0
02613794,Electoral Studies,2025-10-03,1
03044130,European Journal of Political Research,2025-10-03,17
00208183,International Organization,2025-10-03,0
01622889,International Security,2025-10-03,0
00208833,International Studies Quarterly,2025-10-03,1
00220027,Journal of Conflict Resolution,2025-10-03,2
20522630,Journal of Experimental Political Science,2025-10-03,0
00223433,Journal of Peace Research,2025-10-03,0
09516298,Journal of Theoretical Politics,2025-10-03,0
03629805,Legislative Studies Quarterly,2025-10-03,1
10490965,PS: Political Science & Politics,2025-10-03,2
13540688,Party Politics,2025-10-03,1
10471987,Political Analysis,2025-10-03,1
01909320,Political Behavior,2025-10-03,2
09626298,Political Geography,2025-10-03,3
0162895X,Political Psychology,2025-10-03,2
20498470,Political Science Research and Methods,2025-10-03,2
00485829,Public Choice,2025-10-03,0
0033362X,Public Opinion Quarterly,2025-10-03,0
15540626,Quarterly Journal of Political Science,2025-10-03,0
20531680,Research & Politics,2025-10-03,1
00223816,Journal of Politics,2025-10-03,3
01402382,West European Politics,2025-10-03,1
00438871,World Politics,2025-10-03,0
15375927,Perspectives on Politics,2025-10-03,3
19457782,AEJ: Applied Economics,2025-10-03,8
19457731,AEJ: Economic Policy,2025-10-03,0
00028282,American Economic Review,2025-10-03,10
19411383,Annual Review of Economics,2025-10-03,0
00129682,Econometrica,2025-10-03,0
00130133,Economic Journal,2025-10-03,8
02664658,Economic Policy,2025-10-03,1
00142921,European Economic Review,2025-10-03,6
03044076,Journal of Econometrics,2025-10-03,1
00220515,Journal of Economic Literature,2025-10-03,0
08953309,Journal of Economic Perspectives,2025-10-03,0
00223808,Journal of Political Economy,2025-10-03,0
00472727,Journal of Public Economics,2025-10-03,0
15424766,Journal of the European Economic Association,2025-10-03,2
00346535,Review of Economics and Statistics,2025-10-03,0
00335533,Quarterly Journal of Economics,2025-10-03,0
00346527,Review of Economic Studies,2025-10-03,8
00031224,American Sociological Review,2025-10-03,1
03600572,Annual Review of Sociology,2025-10-03,0
02667215,European Sociological Review,2025-10-03,0
00377732,Social Forces,2025-10-03,6
00491241,Sociological Methods & Research,2025-10-03,2
14616696,European Societies,2025-10-03,1
00027162,Annals of the American Academy of Political and Social Science,2025-10-03,0
00280836,Nature,2025-10-03,2
23973374,Nature Human Behaviour,2025-10-03,6
00278424,PNAS,2025-10-03,4
00368075,Science,2025-10-03,2
23752548,Science Advances,2025-10-03,2
14751461,Socio-Economic Review,2025-10-03,1
2214594X,Comparative Migration Studies,2025-10-03,1
01419870,Ethnic and Racial Studies,2025-10-03,14
00207985,International Migration,2025-10-03,0
01979183,International Migration Review,2025-10-03,4
1369183X,Journal of Ethnic and Migration Studies,2025-10-03,2
09516328,Journal of Refugee Studies,2025-10-03,1
15448444,Population Space and Place,2025-10-03,7
20566085,Journal of Race Ethnicity and Politics,2025-10-03,0
09521895,Governance,2025-10-03,5
13501763,Journal of European Public Policy,2025-10-03,3
10531858,Journal of Public Administration Research and Theory,2025-10-03,0
0143814X,Journal of Public Policy,2025-10-03,0
00333298,Public Administration,2025-10-03,3
00333352,Public Administration Review,2025-10-03,4
14719037,Public Management Review,2025-10-03,3
17485983,Regulation & Governance,2025-10-03,2
19312458,Communication Methods and Measures,2025-10-03,0
00936502,Communication Research,2025-10-03,0
21670811,Digital Journalism,2025-10-03,2
03603989,Human Communication Research,2025-10-03,0
1369118X,"Information, Communication & Society",2025-10-03,5
21976775,Internet Policy Review,2025-10-03,0
00219916,Journal of Communication,2025-10-03,1
01634437,"Media, Culture & Society",2025-10-03,3
10584609,Political Communication,2025-10-03,0
20563051,Social Media + Society,2025-10-03,4
03085961,Telecommunications Policy,2025-10-03,1
26624435,Communications Earth & Environment,2025-10-03,4
17489326,Environmental Research Letters,2025-10-03,2
01650009,Climatic Change,2025-10-03,1
1758678X,Nature Climate Change,2025-10-03,1
09644016,Environmental Politics,2025-10-03,3
15263800,Global Environmental Politics,2025-10-03,0
14693062,Climate Policy,2025-10-03,3
09593780,Global Environmental Change: Human and Policy Dimensions,2025-10-03,0
00925853,American Journal of Political Science,2025-09-26,0
00030554,American Political Science Review,2025-09-26,1
10942939,Annual Review of Political Science,2025-09-26,0
00071234,British Journal of Political Science,2025-09-26,0
00104140,Comparative Political Studies,2025-09-26,4
00104159,Comparative Politics,2025-09-26,0
02613794,Electoral Studies,2025-09-26,2
03044130,European Journal of Political Research,2025-09-26,0
00208183,International Organization,2025-09-26,1
01622889,International Security,2025-09-26,0
00208833,International Studies Quarterly,2025-09-26,4
00220027,Journal of Conflict Resolution,2025-09-26,1
20522630,Journal of Experimental Political Science,2025-09-26,0
00223433,Journal of Peace Research,2025-09-26,1
09516298,Journal of Theoretical Politics,2025-09-26,0
03629805,Legislative Studies Quarterly,2025-09-26,0
10490965,PS: Political Science & Politics,2025-09-26,1
13540688,Party Politics,2025-09-26,0
10471987,Political Analysis,2025-09-26,1
01909320,Political Behavior,2025-09-26,0
09626298,Political Geography,2025-09-26,3
0162895X,Political Psychology,2025-09-26,0
20498470,Political Science Research and Methods,2025-09-26,1
00485829,Public Choice,2025-09-26,4
0033362X,Public Opinion Quarterly,2025-09-26,0
15540626,Quarterly Journal of Political Science,2025-09-26,0
20531680,Research & Politics,2025-09-26,3
00223816,Journal of Politics,2025-09-26,5
01402382,West European Politics,2025-09-26,2
00438871,World Politics,2025-09-26,0
15375927,Perspectives on Politics,2025-09-26,1
19457782,AEJ: Applied Economics,2025-09-26,0
19457731,AEJ: Economic Policy,2025-09-26,0
00028282,American Economic Review,2025-09-26,0
19411383,Annual Review of Economics,2025-09-26,0
00129682,Econometrica,2025-09-26,0
00130133,Economic Journal,2025-09-26,7
02664658,Economic Policy,2025-09-26,2
00142921,European Economic Review,2025-09-26,3
03044076,Journal of Econometrics,2025-09-26,3
00220515,Journal of Economic Literature,2025-09-26,0
08953309,Journal of Economic Perspectives,2025-09-26,0
00223808,Journal of Political Economy,2025-09-26,2
00472727,Journal of Public Economics,2025-09-26,2
15424766,Journal of the European Economic Association,2025-09-26,1
00346535,Review of Economics and Statistics,2025-09-26,0
00335533,Quarterly Journal of Economics,2025-09-26,2
00346527,Review of Economic Studies,2025-09-26,7
00031224,American Sociological Review,2025-09-26,1
03600572,Annual Review of Sociology,2025-09-26,0
02667215,European Sociological Review,2025-09-26,3
00377732,Social Forces,2025-09-26,5
00491241,Sociological Methods & Research,2025-09-26,1
14616696,European Societies,2025-09-26,1
00027162,Annals of the American Academy of Political and Social Science,2025-09-26,0
00280836,Nature,2025-09-26,0
23973374,Nature Human Behaviour,2025-09-26,4
00278424,PNAS,2025-09-26,8
00368075,Science,2025-09-26,1
23752548,Science Advances,2025-09-26,4
14751461,Socio-Economic Review,2025-09-26,9
2214594X,Comparative Migration Studies,2025-09-26,4
01419870,Ethnic and Racial Studies,2025-09-26,5
00207985,International Migration,2025-09-26,4
01979183,International Migration Review,2025-09-26,1
1369183X,Journal of Ethnic and Migration Studies,2025-09-26,5
09516328,Journal of Refugee Studies,2025-09-26,4
15448444,Population Space and Place,2025-09-26,1
20566085,Journal of Race Ethnicity and Politics,2025-09-26,1
09521895,Governance,2025-09-26,3
13501763,Journal of European Public Policy,2025-09-26,3
10531858,Journal of Public Administration Research and Theory,2025-09-26,1
0143814X,Journal of Public Policy,2025-09-26,1
00333298,Public Administration,2025-09-26,3
00333352,Public Administration Review,2025-09-26,7
14719037,Public Management Review,2025-09-26,5
17485983,Regulation & Governance,2025-09-26,5
19312458,Communication Methods and Measures,2025-09-26,3
00936502,Communication Research,2025-09-26,0
21670811,Digital Journalism,2025-09-26,3
03603989,Human Communication Research,2025-09-26,2
1369118X,"Information, Communication & Society",2025-09-26,8
21976775,Internet Policy Review,2025-09-26,0
00219916,Journal of Communication,2025-09-26,2
01634437,"Media, Culture & Society",2025-09-26,1
10584609,Political Communication,2025-09-26,1
20563051,Social Media + Society,2025-09-26,3
03085961,Telecommunications Policy,2025-09-26,6
26624435,Communications Earth & Environment,2025-09-26,1
17489326,Environmental Research Letters,2025-09-26,5
01650009,Climatic Change,2025-09-26,0
1758678X,Nature Climate Change,2025-09-26,2
09644016,Environmental Politics,2025-09-26,3
15263800,Global Environmental Politics,2025-09-26,0
14693062,Climate Policy,2025-09-26,2
09593780,Global Environmental Change: Human and Policy Dimensions,2025-09-26,1
00925853,American Journal of Political Science,2025-09-19,6
00030554,American Political Science Review,2025-09-19,0
10942939,Annual Review of Political Science,2025-09-19,0
00071234,British Journal of Political Science,2025-09-19,0
00104140,Comparative Political Studies,2025-09-19,0
00104159,Comparative Politics,2025-09-19,5
02613794,Electoral Studies,2025-09-19,3
03044130,European Journal of Political Research,2025-09-19,0
00208183,International Organization,2025-09-19,1
01622889,International Security,2025-09-19,0
00208833,International Studies Quarterly,2025-09-19,0
00220027,Journal of Conflict Resolution,2025-09-19,0
20522630,Journal of Experimental Political Science,2025-09-19,2
00223433,Journal of Peace Research,2025-09-19,0
09516298,Journal of Theoretical Politics,2025-09-19,0
03629805,Legislative Studies Quarterly,2025-09-19,0
10490965,PS: Political Science & Politics,2025-09-19,2
13540688,Party Politics,2025-09-19,3
10471987,Political Analysis,2025-09-19,1
01909320,Political Behavior,2025-09-19,1
09626298,Political Geography,2025-09-19,2
0162895X,Political Psychology,2025-09-19,2
20498470,Political Science Research and Methods,2025-09-19,2
00485829,Public Choice,2025-09-19,2
0033362X,Public Opinion Quarterly,2025-09-19,0
15540626,Quarterly Journal of Political Science,2025-09-19,0
20531680,Research & Politics,2025-09-19,2
00223816,Journal of Politics,2025-09-19,4
01402382,West European Politics,2025-09-19,1
00438871,World Politics,2025-09-19,0
15375927,Perspectives on Politics,2025-09-19,1
19457782,AEJ: Applied Economics,2025-09-19,0
19457731,AEJ: Economic Policy,2025-09-19,0
00028282,American Economic Review,2025-09-19,0
19411383,Annual Review of Economics,2025-09-19,0
00129682,Econometrica,2025-09-19,12
00130133,Economic Journal,2025-09-19,0
02664658,Economic Policy,2025-09-19,0
00142921,European Economic Review,2025-09-19,2
03044076,Journal of Econometrics,2025-09-19,2
00220515,Journal of Economic Literature,2025-09-19,0
08953309,Journal of Economic Perspectives,2025-09-19,0
00223808,Journal of Political Economy,2025-09-19,1
00472727,Journal of Public Economics,2025-09-19,4
15424766,Journal of the European Economic Association,2025-09-19,0
00346535,Review of Economics and Statistics,2025-09-19,1
00335533,Quarterly Journal of Economics,2025-09-19,0
00346527,Review of Economic Studies,2025-09-19,0
00031224,American Sociological Review,2025-09-19,0
03600572,Annual Review of Sociology,2025-09-19,0
02667215,European Sociological Review,2025-09-19,0
00377732,Social Forces,2025-09-19,0
00491241,Sociological Methods & Research,2025-09-19,0
14616696,European Societies,2025-09-19,1
00027162,Annals of the American Academy of Political and Social Science,2025-09-19,0
00280836,Nature,2025-09-19,2
23973374,Nature Human Behaviour,2025-09-19,0
00278424,PNAS,2025-09-19,7
00368075,Science,2025-09-19,0
23752548,Science Advances,2025-09-19,1
14751461,Socio-Economic Review,2025-09-19,0
2214594X,Comparative Migration Studies,2025-09-19,0
01419870,Ethnic and Racial Studies,2025-09-19,6
00207985,International Migration,2025-09-19,1
01979183,International Migration Review,2025-09-19,7
1369183X,Journal of Ethnic and Migration Studies,2025-09-19,2
09516328,Journal of Refugee Studies,2025-09-19,0
15448444,Population Space and Place,2025-09-19,0
20566085,Journal of Race Ethnicity and Politics,2025-09-19,1
09521895,Governance,2025-09-19,3
13501763,Journal of European Public Policy,2025-09-19,3
10531858,Journal of Public Administration Research and Theory,2025-09-19,0
0143814X,Journal of Public Policy,2025-09-19,0
00333298,Public Administration,2025-09-19,2
00333352,Public Administration Review,2025-09-19,2
14719037,Public Management Review,2025-09-19,4
17485983,Regulation & Governance,2025-09-19,4
19312458,Communication Methods and Measures,2025-09-19,1
00936502,Communication Research,2025-09-19,2
21670811,Digital Journalism,2025-09-19,2
03603989,Human Communication Research,2025-09-19,0
1369118X,"Information, Communication & Society",2025-09-19,2
21976775,Internet Policy Review,2025-09-19,1
00219916,Journal of Communication,2025-09-19,0
01634437,"Media, Culture & Society",2025-09-19,1
10584609,Political Communication,2025-09-19,0
20563051,Social Media + Society,2025-09-19,1
03085961,Telecommunications Policy,2025-09-19,1
26624435,Communications Earth & Environment,2025-09-19,1
17489326,Environmental Research Letters,2025-09-19,2
01650009,Climatic Change,2025-09-19,3
1758678X,Nature Climate Change,2025-09-19,0
09644016,Environmental Politics,2025-09-19,3
15263800,Global Environmental Politics,2025-09-19,0
14693062,Climate Policy,2025-09-19,0
09593780,Global Environmental Change: Human and Policy Dimensions,2025-09-19,2
00925853,American Journal of Political Science,2025-09-12,0
00030554,American Political Science Review,2025-09-12,0
10942939,Annual Review of Political Science,2025-09-12,0
00071234,British Journal of Political Science,2025-09-12,1
00104140,Comparative Political Studies,2025-09-12,1
00104159,Comparative Politics,2025-09-12,2
02613794,Electoral Studies,2025-09-12,0
03044130,European Journal of Political Research,2025-09-12,0
00208183,International Organization,2025-09-12,3
01622889,International Security,2025-09-12,0
00208833,International Studies Quarterly,2025-09-12,0
00220027,Journal of Conflict Resolution,2025-09-12,1
20522630,Journal of Experimental Political Science,2025-09-12,2
00223433,Journal of Peace Research,2025-09-12,1
09516298,Journal of Theoretical Politics,2025-09-12,0
03629805,Legislative Studies Quarterly,2025-09-12,1
10490965,PS: Political Science & Politics,2025-09-12,3
13540688,Party Politics,2025-09-12,1
10471987,Political Analysis,2025-09-12,1
01909320,Political Behavior,2025-09-12,0
09626298,Political Geography,2025-09-12,0
0162895X,Political Psychology,2025-09-12,0
20498470,Political Science Research and Methods,2025-09-12,2
00485829,Public Choice,2025-09-12,1
0033362X,Public Opinion Quarterly,2025-09-12,0
15540626,Quarterly Journal of Political Science,2025-09-12,0
20531680,Research & Politics,2025-09-12,1
00223816,Journal of Politics,2025-09-12,9
01402382,West European Politics,2025-09-12,0
00438871,World Politics,2025-09-12,0
15375927,Perspectives on Politics,2025-09-12,42
19457782,AEJ: Applied Economics,2025-09-12,0
19457731,AEJ: Economic Policy,2025-09-12,0
00028282,American Economic Review,2025-09-12,0
19411383,Annual Review of Economics,2025-09-12,0
00129682,Econometrica,2025-09-12,0
00130133,Economic Journal,2025-09-12,3
02664658,Economic Policy,2025-09-12,0
00142921,European Economic Review,2025-09-12,4
03044076,Journal of Econometrics,2025-09-12,1
00220515,Journal of Economic Literature,2025-09-12,0
08953309,Journal of Economic Perspectives,2025-09-12,0
00223808,Journal of Political Economy,2025-09-12,0
00472727,Journal of Public Economics,2025-09-12,9
15424766,Journal of the European Economic Association,2025-09-12,2
00346535,Review of Economics and Statistics,2025-09-12,10
00335533,Quarterly Journal of Economics,2025-09-12,2
00346527,Review of Economic Studies,2025-09-12,0
00031224,American Sociological Review,2025-09-12,0
03600572,Annual Review of Sociology,2025-09-12,0
02667215,European Sociological Review,2025-09-12,0
00377732,Social Forces,2025-09-12,2
00491241,Sociological Methods & Research,2025-09-12,2
14616696,European Societies,2025-09-12,1
00027162,Annals of the American Academy of Political and Social Science,2025-09-12,0
00280836,Nature,2025-09-12,0
23973374,Nature Human Behaviour,2025-09-12,6
00278424,PNAS,2025-09-12,3
00368075,Science,2025-09-12,0
23752548,Science Advances,2025-09-12,2
14751461,Socio-Economic Review,2025-09-12,1
2214594X,Comparative Migration Studies,2025-09-12,1
01419870,Ethnic and Racial Studies,2025-09-12,6
00207985,International Migration,2025-09-12,5
01979183,International Migration Review,2025-09-12,2
1369183X,Journal of Ethnic and Migration Studies,2025-09-12,7
09516328,Journal of Refugee Studies,2025-09-12,1
15448444,Population Space and Place,2025-09-12,3
20566085,Journal of Race Ethnicity and Politics,2025-09-12,1
09521895,Governance,2025-09-12,2
13501763,Journal of European Public Policy,2025-09-12,3
10531858,Journal of Public Administration Research and Theory,2025-09-12,3
0143814X,Journal of Public Policy,2025-09-12,0
00333298,Public Administration,2025-09-12,3
00333352,Public Administration Review,2025-09-12,3
14719037,Public Management Review,2025-09-12,3
17485983,Regulation & Governance,2025-09-12,3
19312458,Communication Methods and Measures,2025-09-12,0
00936502,Communication Research,2025-09-12,0
21670811,Digital Journalism,2025-09-12,5
03603989,Human Communication Research,2025-09-12,0
1369118X,"Information, Communication & Society",2025-09-12,6
21976775,Internet Policy Review,2025-09-12,1
00219916,Journal of Communication,2025-09-12,1
01634437,"Media, Culture & Society",2025-09-12,0
10584609,Political Communication,2025-09-12,1
20563051,Social Media + Society,2025-09-12,3
03085961,Telecommunications Policy,2025-09-12,4
26624435,Communications Earth & Environment,2025-09-12,2
17489326,Environmental Research Letters,2025-09-12,8
01650009,Climatic Change,2025-09-12,5
1758678X,Nature Climate Change,2025-09-12,3
09644016,Environmental Politics,2025-09-12,5
15263800,Global Environmental Politics,2025-09-12,0
14693062,Climate Policy,2025-09-12,1
09593780,Global Environmental Change: Human and Policy Dimensions,2025-09-12,2
00925853,American Journal of Political Science,2025-09-05,0
00030554,American Political Science Review,2025-09-05,0
10942939,Annual Review of Political Science,2025-09-05,0
00071234,British Journal of Political Science,2025-09-05,2
00104140,Comparative Political Studies,2025-09-05,5
00104159,Comparative Politics,2025-09-05,0
02613794,Electoral Studies,2025-09-05,1
03044130,European Journal of Political Research,2025-09-05,0
00208183,International Organization,2025-09-05,1
01622889,International Security,2025-09-05,0
00208833,International Studies Quarterly,2025-09-05,3
00220027,Journal of Conflict Resolution,2025-09-05,2
20522630,Journal of Experimental Political Science,2025-09-05,4
00223433,Journal of Peace Research,2025-09-05,4
09516298,Journal of Theoretical Politics,2025-09-05,0
03629805,Legislative Studies Quarterly,2025-09-05,5
10490965,PS: Political Science & Politics,2025-09-05,0
13540688,Party Politics,2025-09-05,2
10471987,Political Analysis,2025-09-05,0
01909320,Political Behavior,2025-09-05,2
09626298,Political Geography,2025-09-05,1
0162895X,Political Psychology,2025-09-05,2
20498470,Political Science Research and Methods,2025-09-05,2
00485829,Public Choice,2025-09-05,1
0033362X,Public Opinion Quarterly,2025-09-05,0
15540626,Quarterly Journal of Political Science,2025-09-05,0
20531680,Research & Politics,2025-09-05,1
00223816,Journal of Politics,2025-09-05,1
01402382,West European Politics,2025-09-05,6
00438871,World Politics,2025-09-05,0
15375927,Perspectives on Politics,2025-09-05,2
19457782,AEJ: Applied Economics,2025-09-05,0
19457731,AEJ: Economic Policy,2025-09-05,0
00028282,American Economic Review,2025-09-05,0
19411383,Annual Review of Economics,2025-09-05,0
00129682,Econometrica,2025-09-05,0
00130133,Economic Journal,2025-09-05,4
02664658,Economic Policy,2025-09-05,3
00142921,European Economic Review,2025-09-05,4
03044076,Journal of Econometrics,2025-09-05,3
00220515,Journal of Economic Literature,2025-09-05,20
08953309,Journal of Economic Perspectives,2025-09-05,0
00223808,Journal of Political Economy,2025-09-05,8
00472727,Journal of Public Economics,2025-09-05,6
15424766,Journal of the European Economic Association,2025-09-05,1
00346535,Review of Economics and Statistics,2025-09-05,20
00335533,Quarterly Journal of Economics,2025-09-05,0
00346527,Review of Economic Studies,2025-09-05,5
00031224,American Sociological Review,2025-09-05,0
03600572,Annual Review of Sociology,2025-09-05,0
02667215,European Sociological Review,2025-09-05,0
00377732,Social Forces,2025-09-05,11
00491241,Sociological Methods & Research,2025-09-05,3
14616696,European Societies,2025-09-05,3
00027162,Annals of the American Academy of Political and Social Science,2025-09-05,0
00280836,Nature,2025-09-05,1
23973374,Nature Human Behaviour,2025-09-05,2
00278424,PNAS,2025-09-05,5
00368075,Science,2025-09-05,0
23752548,Science Advances,2025-09-05,4
14751461,Socio-Economic Review,2025-09-05,1
2214594X,Comparative Migration Studies,2025-09-05,3
01419870,Ethnic and Racial Studies,2025-09-05,1
00207985,International Migration,2025-09-05,4
01979183,International Migration Review,2025-09-05,3
1369183X,Journal of Ethnic and Migration Studies,2025-09-05,11
09516328,Journal of Refugee Studies,2025-09-05,2
15448444,Population Space and Place,2025-09-05,6
20566085,Journal of Race Ethnicity and Politics,2025-09-05,1
09521895,Governance,2025-09-05,2
13501763,Journal of European Public Policy,2025-09-05,3
10531858,Journal of Public Administration Research and Theory,2025-09-05,0
0143814X,Journal of Public Policy,2025-09-05,2
00333298,Public Administration,2025-09-05,1
00333352,Public Administration Review,2025-09-05,4
14719037,Public Management Review,2025-09-05,1
17485983,Regulation & Governance,2025-09-05,2
19312458,Communication Methods and Measures,2025-09-05,0
00936502,Communication Research,2025-09-05,1
21670811,Digital Journalism,2025-09-05,2
03603989,Human Communication Research,2025-09-05,1
1369118X,"Information, Communication & Society",2025-09-05,1
21976775,Internet Policy Review,2025-09-05,1
00219916,Journal of Communication,2025-09-05,1
01634437,"Media, Culture & Society",2025-09-05,2
10584609,Political Communication,2025-09-05,1
20563051,Social Media + Society,2025-09-05,3
03085961,Telecommunications Policy,2025-09-05,3
26624435,Communications Earth & Environment,2025-09-05,4
17489326,Environmental Research Letters,2025-09-05,5
01650009,Climatic Change,2025-09-05,3
1758678X,Nature Climate Change,2025-09-05,1
09644016,Environmental Politics,2025-09-05,4
15263800,Global Environmental Politics,2025-09-05,3
14693062,Climate Policy,2025-09-05,1
09593780,Global Environmental Change: Human and Policy Dimensions,2025-09-05,3
00925853,American Journal of Political Science,2025-08-29,2
00030554,American Political Science Review,2025-08-29,1
10942939,Annual Review of Political Science,2025-08-29,0
00071234,British Journal of Political Science,2025-08-29,5
00104140,Comparative Political Studies,2025-08-29,3
00104159,Comparative Politics,2025-08-29,0
02613794,Electoral Studies,2025-08-29,1
03044130,European Journal of Political Research,2025-08-29,0
00208183,International Organization,2025-08-29,0
01622889,International Security,2025-08-29,0
00208833,International Studies Quarterly,2025-08-29,2
00220027,Journal of Conflict Resolution,2025-08-29,2
20522630,Journal of Experimental Political Science,2025-08-29,1
00223433,Journal of Peace Research,2025-08-29,5
09516298,Journal of Theoretical Politics,2025-08-29,0
03629805,Legislative Studies Quarterly,2025-08-29,1
10490965,PS: Political Science & Politics,2025-08-29,4
13540688,Party Politics,2025-08-29,4
10471987,Political Analysis,2025-08-29,4
01909320,Political Behavior,2025-08-29,2
09626298,Political Geography,2025-08-29,1
0162895X,Political Psychology,2025-08-29,0
20498470,Political Science Research and Methods,2025-08-29,4
00485829,Public Choice,2025-08-29,3
0033362X,Public Opinion Quarterly,2025-08-29,0
15540626,Quarterly Journal of Political Science,2025-08-29,0
20531680,Research & Politics,2025-08-29,0
00223816,Journal of Politics,2025-08-29,1
01402382,West European Politics,2025-08-29,2
00438871,World Politics,2025-08-29,0
15375927,Perspectives on Politics,2025-08-29,5
19457782,AEJ: Applied Economics,2025-08-29,0
19457731,AEJ: Economic Policy,2025-08-29,0
00028282,American Economic Review,2025-08-29,11
19411383,Annual Review of Economics,2025-08-29,0
00129682,Econometrica,2025-08-29,0
00130133,Economic Journal,2025-08-29,6
02664658,Economic Policy,2025-08-29,3
00142921,European Economic Review,2025-08-29,5
03044076,Journal of Econometrics,2025-08-29,5
00220515,Journal of Economic Literature,2025-08-29,0
08953309,Journal of Economic Perspectives,2025-08-29,0
00223808,Journal of Political Economy,2025-08-29,7
00472727,Journal of Public Economics,2025-08-29,0
15424766,Journal of the European Economic Association,2025-08-29,1
